Nome do Objeto,Variação do Objeto,Dia/Noite,Funções,Ambiente,Fundo,Tamanho (KB),Dimensão (pixels) (Largura x Altura),URL da Imagem
Garfo,3,noite,GrayScale Exponential Transform,in,1,341.77,1204 x 1600,https://drive.google.com/uc?id=1V1DRARHtHptmnUmGxUG-ZQFXMoTEkn_y&export=download
Garfo,3,noite,GrayScale Log Transform,out,6,380.14,1204 x 1600,https://drive.google.com/uc?id=1WkrzX4Oc_9dC0iwgPJTqLPk_hgoS7aMo&export=download
Garfo,3,noite,GrayScale Log Transform,in,3,329.27,1204 x 1600,https://drive.google.com/uc?id=1OOYudCHlyzTyQjDgW2eoGjQwHJnDZzKO&export=download
Garfo,3,noite,GrayScale Log Transform,in,1,349.18,1204 x 1600,https://drive.google.com/uc?id=1-5m8S-sC5b3oNUivXeaECi70klIbvUnA&export=download
Garfo,3,noite,GrayScale Log Transform,in,2,437.18,1204 x 1600,https://drive.google.com/uc?id=1PdCe824W6AGKe1NSnncTKrqYdVFkR4Qp&export=download
Garfo,3,noite,GrayScale Log Transform,out,4,716.38,1204 x 1600,https://drive.google.com/uc?id=1FYysWD0mXr0pT06QQCcHIQ7MnjCuMjKB&export=download
Garfo,3,noite,GrayScale Log Transform,out,5,631.01,1204 x 1600,https://drive.google.com/uc?id=1H_5qp7NdcvujSbutvfGKotxmJfykfw6U&export=download
Oculos,1,dia,Original,in,16,184.17,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-in-fundo16.jpeg
Oculos,1,dia,Original,in,17,123.95,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-in-fundo17.jpeg
Oculos,1,dia,Original,in,18,125.39,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-in-fundo18.jpeg
Oculos,1,dia,Original,out,18,85.97,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-out-fundo18.jpeg
Oculos,1,dia,Original,out,19,197.09,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-out-fundo19.jpeg
Oculos,1,dia,Original,out,20,358.41,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-dia-out-fundo20.jpeg
Oculos,1,dia,GrayScale,in,17,186.63,1600 x 1200,https://drive.google.com/uc?id=1jFzCsaDBY5k3c9CjlmlBA4vSlm2yrPuv&export=download
Oculos,1,dia,GrayScale,in,18,193.48,1600 x 1200,https://drive.google.com/uc?id=1-6X0__j4RNsAW5EXASghJoiPegAHnPpW&export=download
Oculos,1,dia,GrayScale,out,18,127.44,1600 x 1200,https://drive.google.com/uc?id=1LlYR-UMkj7kPEg_qdfXVu4y2FmqDUROb&export=download
Oculos,1,dia,GrayScale,out,20,365.84,1600 x 1200,https://drive.google.com/uc?id=1-yEXo9Zp7H9Vivshwl4CXC9xKXEao1YO&export=download
Oculos,1,dia,GrayScale,in,16,262.75,1600 x 1200,https://drive.google.com/uc?id=1Upqd1fwrrgfX7HAoME0aTrQHUg4tmUip&export=download
Oculos,1,dia,GrayScale,out,19,285.61,1600 x 1200,https://drive.google.com/uc?id=1rrhJsoeeE77uUbfh8TyQ8xNHKAU2XbBI&export=download
Oculos,1,dia,Gradiente GrayScale,out,19,473.7,1600 x 1200,https://drive.google.com/uc?id=1H5LLTj-Bbr1xbh4EayYIP5VT_Y6CJ0wc&export=download
Oculos,1,dia,Gradiente GrayScale,in,17,298.04,1600 x 1200,https://drive.google.com/uc?id=1emoQ2JbLcGa7j_24xelI9538u5gpK1O4&export=download
Oculos,1,dia,Gradiente GrayScale,in,18,284.48,1600 x 1200,https://drive.google.com/uc?id=1jeKbksc1sqmbzILAZyLAgfLs4KsoIS7h&export=download
Oculos,1,dia,Gradiente GrayScale,out,18,179.7,1600 x 1200,https://drive.google.com/uc?id=1DV-s55AdBjhNSZI6QT5wzwnwVreO1ZlS&export=download
Oculos,1,dia,Gradiente GrayScale,out,20,635.45,1600 x 1200,https://drive.google.com/uc?id=1dD-SjfbbF6mvmHHryS8WUaSGzbnSWl7A&export=download
Oculos,1,dia,Gradiente GrayScale,in,16,399.33,1600 x 1200,https://drive.google.com/uc?id=1dGcVC4XwncZFasYCXIt4db6bL-uTX8E4&export=download
Oculos,1,dia,GrayScale Mean Filter,out,20,419.96,1600 x 1200,https://drive.google.com/uc?id=19yvfmSDJds6pMJw201qjJYpBQh-vpOEM&export=download
Oculos,1,dia,GrayScale Mean Filter,in,16,353.63,1600 x 1200,https://drive.google.com/uc?id=1Y5-2bdjVhfLU-tRW-PMll8OpFY9mIMG7&export=download
Oculos,1,dia,GrayScale Mean Filter,out,19,361.06,1600 x 1200,https://drive.google.com/uc?id=1PLBNkAktP1GPpib0B1GzDcT3NU4UsY5U&export=download
Oculos,1,dia,GrayScale Mean Filter,in,18,281.71,1600 x 1200,https://drive.google.com/uc?id=1LKZhAUKLwFwXml4lv5Z0YN3yjasGMwh_&export=download
Oculos,1,dia,GrayScale Mean Filter,out,18,236.12,1600 x 1200,https://drive.google.com/uc?id=1pzqnmpfB_ucIfzk5_96eyehJ-mXkzhxC&export=download
Oculos,1,dia,GrayScale Mean Filter,in,17,282.27,1600 x 1200,https://drive.google.com/uc?id=1_246kFhS9ZlW5rLLcjHXM2BEp1BmQUYz&export=download
Oculos,1,dia,GrayScale Exponential Transform,out,20,729.73,1600 x 1200,https://drive.google.com/uc?id=1CJEvw7EcABLazAotAbAv0Ei84s2dafDW&export=download
Oculos,1,dia,GrayScale Exponential Transform,out,19,517.94,1600 x 1200,https://drive.google.com/uc?id=18hnV-RfGs3yXSPJbe0_MK7Vm_6ZEIzKB&export=download
Oculos,1,dia,GrayScale Exponential Transform,out,18,244.48,1600 x 1200,https://drive.google.com/uc?id=1Tbr2Y90PHEoRX4dqK5U5rldLXnN39qjZ&export=download
Oculos,1,dia,GrayScale Exponential Transform,in,17,325.55,1600 x 1200,https://drive.google.com/uc?id=1poEHusRWDqALo3rD0siNZZG3QSVWP2FA&export=download
Oculos,1,dia,GrayScale Exponential Transform,in,18,346.41,1600 x 1200,https://drive.google.com/uc?id=1IAtuavqjwPgvo_a3ekWSIqbNWgGv4uhK&export=download
Oculos,1,dia,GrayScale Exponential Transform,in,16,468.09,1600 x 1200,https://drive.google.com/uc?id=1tpZGGZ6ZzNB9GBSxSCeWje0e9obE_Bcj&export=download
Oculos,1,dia,GrayScale Log Transform,out,18,228.02,1600 x 1200,https://drive.google.com/uc?id=1lluzoOrrXfjTbPpUJh7jIwmUfuUkBFvN&export=download
Oculos,1,dia,GrayScale Log Transform,out,19,496.5,1600 x 1200,https://drive.google.com/uc?id=1LEGkj6HYtWMrGPqz66y20v3LMvpMsVJT&export=download
Oculos,1,dia,GrayScale Log Transform,out,20,713.59,1600 x 1200,https://drive.google.com/uc?id=1pdwUMs5huvHwqRFLU7JCRNkOUJXzjXxa&export=download
Oculos,1,dia,GrayScale Log Transform,in,18,328.06,1600 x 1200,https://drive.google.com/uc?id=1yY9ql72Mr7XaO5H5Lj3lLtyxl7eB1u6t&export=download
Oculos,1,dia,GrayScale Log Transform,in,17,312.69,1600 x 1200,https://drive.google.com/uc?id=1ZTtOPDLKlJuQJBP6uYWKqX5yDwY0ubvk&export=download
Oculos,1,dia,GrayScale Log Transform,in,16,452.42,1600 x 1200,https://drive.google.com/uc?id=1016K6KqOx7ikwp1M2876YAWjcM1OdTDt&export=download
Oculos,1,noite,Original,in,16,195.76,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-in-fundo16.jpeg
Oculos,1,noite,Original,in,17,158.57,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-in-fundo17.jpeg
Oculos,1,noite,Original,in,18,96.04,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-in-fundo18.jpeg
Oculos,1,noite,Original,out,16,87.48,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-out-fundo16.jpeg
Oculos,1,noite,Original,out,18,65.84,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-out-fundo18.jpeg
Oculos,1,noite,Original,out,19,29.3,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos1-noite-out-fundo19.jpeg
Oculos,1,noite,GrayScale,in,16,186.65,1600 x 1200,https://drive.google.com/uc?id=1Er0ylCwmRHD7lRxGeA7L3am0MMwXWen-&export=download
Oculos,1,noite,GrayScale,out,18,64.18,1600 x 1200,https://drive.google.com/uc?id=1D7TNo7wpSISCnpwvNbKsb7LHvf7FBx8v&export=download
Oculos,1,noite,GrayScale,in,18,94.89,1600 x 1200,https://drive.google.com/uc?id=1MnY05FXj9DC_dVbk1v2_Iw19nFre__vD&export=download
Oculos,1,noite,GrayScale,out,19,30.45,1600 x 1200,https://drive.google.com/uc?id=1Y26rDHGXkRzCpMMkXGDAXRZjLskwJ8he&export=download
Oculos,1,noite,GrayScale,out,16,81.18,1600 x 1200,https://drive.google.com/uc?id=1nM50gGw51Ei5WIKLFQLulQvsA4XTmNgU&export=download
Oculos,1,noite,GrayScale,in,17,147.27,1600 x 1200,https://drive.google.com/uc?id=16xCZQBV_SQXQ7EiPmQNdCqmX9W5NjEpi&export=download
Oculos,1,noite,Gradiente GrayScale,in,18,179.6,1600 x 1200,https://drive.google.com/uc?id=1y0Gzw_t-6PGJVCS0co4F0FZj1CB1dS_0&export=download
Oculos,1,noite,Gradiente GrayScale,out,18,144.25,1600 x 1200,https://drive.google.com/uc?id=1-ljUXU1uyjra92vrJKqkD0vxnIAEyqvu&export=download
Oculos,1,noite,Gradiente GrayScale,in,16,343.59,1600 x 1200,https://drive.google.com/uc?id=1pTK914yQDk3SK2nTvPHJOH7tB-cXMZaz&export=download
Oculos,1,noite,Gradiente GrayScale,out,19,94.78,1600 x 1200,https://drive.google.com/uc?id=1qX0socINcF2EsuVHytmlXQaxamDZTObk&export=download
Oculos,1,noite,Gradiente GrayScale,out,16,169.5,1600 x 1200,https://drive.google.com/uc?id=1dkwf3m13FoVAGYAD2Zu7WBxUPq6KyPYs&export=download
Oculos,1,noite,Gradiente GrayScale,in,17,285.93,1600 x 1200,https://drive.google.com/uc?id=1r510BxUk0PJaxwluDdeu5EuluBdVBKX5&export=download
Oculos,1,noite,GrayScale Mean Filter,in,18,185.92,1600 x 1200,https://drive.google.com/uc?id=1SZ02br8nZbDJpLS6fveR01iqfW2CDr6C&export=download
Oculos,1,noite,GrayScale Mean Filter,out,16,194.72,1600 x 1200,https://drive.google.com/uc?id=1DvPAJWRL_TY52FrXPDhkZiuDVAwA9Q05&export=download
Oculos,1,noite,GrayScale Mean Filter,in,17,265.6,1600 x 1200,https://drive.google.com/uc?id=1HpshzxoOH5NgZ5Cn_f_cyoHGRE-rYREq&export=download
Oculos,1,noite,GrayScale Mean Filter,out,19,74.23,1600 x 1200,https://drive.google.com/uc?id=1gy1Vyma-vsp9YlfYGAuJricWz3yYa3F_&export=download
Oculos,1,noite,GrayScale Mean Filter,out,18,158.76,1600 x 1200,https://drive.google.com/uc?id=1O154eD4_oDL0zPhlALX3KKeme_GEJOSz&export=download
Oculos,1,noite,GrayScale Mean Filter,in,16,315.97,1600 x 1200,https://drive.google.com/uc?id=1Hsrt-0C4lvBm3pSWQqRh-z3JS_VXv_JH&export=download
Oculos,1,noite,GrayScale Exponential Transform,in,18,196.04,1600 x 1200,https://drive.google.com/uc?id=1R7gkCMsZeuqepsMP-QjJyY-GT__eKMT6&export=download
Oculos,1,noite,GrayScale Exponential Transform,out,16,147.56,1600 x 1200,https://drive.google.com/uc?id=1jhc4IGbNNSFDGSF0J2QHMnSETgSOnSP8&export=download
Oculos,1,noite,GrayScale Exponential Transform,out,19,37.77,1600 x 1200,https://drive.google.com/uc?id=1yMPDCWNOpgrL2D4EOmlT6HZptevpLhjp&export=download
Oculos,1,noite,GrayScale Exponential Transform,out,18,133.46,1600 x 1200,https://drive.google.com/uc?id=12aNtQqrW59yMykub812_-Rqzka2FU_Rr&export=download
Oculos,1,noite,GrayScale Exponential Transform,in,17,291.1,1600 x 1200,https://drive.google.com/uc?id=1hfPIQ1M9-EY562n9BssH8Qt5n2uKyzBD&export=download
Oculos,1,noite,GrayScale Exponential Transform,in,16,365.05,1600 x 1200,https://drive.google.com/uc?id=1VnXuCArYpR8MDJWcrabDbOotyLKtD8Sl&export=download
Oculos,1,noite,GrayScale Log Transform,out,19,71.21,1600 x 1200,https://drive.google.com/uc?id=1nsMDA2Tmgpg-dYYunEeiVqXK3y8jDfB8&export=download
Oculos,1,noite,GrayScale Log Transform,out,18,182.75,1600 x 1200,https://drive.google.com/uc?id=1jh28yN8203JXP54ZKQ2dVqxWB7ZvQVC7&export=download
Oculos,1,noite,GrayScale Log Transform,out,16,223.77,1600 x 1200,https://drive.google.com/uc?id=1Eo5NjtjsmSAWdPyQ3qQ-LfyfSzlalIFm&export=download
Oculos,1,noite,GrayScale Log Transform,in,18,190.16,1600 x 1200,https://drive.google.com/uc?id=1Fmu0LIhIyYdUoVTG4uF2sCJH7Oo3l5Q9&export=download
Oculos,1,noite,GrayScale Log Transform,in,17,290.9,1600 x 1200,https://drive.google.com/uc?id=1HVjki--q3fKiRLg-sPHeuH0ZVyYtwTs-&export=download
Oculos,1,noite,GrayScale Log Transform,in,16,367.26,1600 x 1200,https://drive.google.com/uc?id=1JmJluoQjj564KmxPreW1L3ijKMEOVcks&export=download
Oculos,2,dia,Original,in,16,179.85,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-in-fundo16.jpeg
Oculos,2,dia,Original,in,17,121.52,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-in-fundo17.jpeg
Oculos,2,dia,Original,in,18,116.08,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-in-fundo18.jpeg
Oculos,2,dia,Original,out,18,91.36,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-out-fundo18.jpeg
Oculos,2,dia,Original,out,19,220.71,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-out-fundo19.jpeg
Oculos,2,dia,Original,out,20,273.71,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-dia-out-fundo20.jpeg
Oculos,2,dia,GrayScale,in,17,180.69,1600 x 1200,https://drive.google.com/uc?id=1BG3pY18i5nXzPTb8ogRvvH-93hqUXWRs&export=download
Oculos,2,dia,GrayScale,out,19,324.53,1600 x 1200,https://drive.google.com/uc?id=1v6ytwcGlOSoCWY7ACL3oB0dyNd5kNIUr&export=download
Oculos,2,dia,GrayScale,out,20,390.98,1600 x 1200,https://drive.google.com/uc?id=16lKQzCTjuW82vAzaBkcSa3cbF9sno0RO&export=download
Oculos,2,dia,GrayScale,in,18,176.88,1600 x 1200,https://drive.google.com/uc?id=1Zl_MBAij43UXH7GbjpvHdXCGxPrpASod&export=download
Oculos,2,dia,GrayScale,out,18,138.76,1600 x 1200,https://drive.google.com/uc?id=17SbcdQAvSsIYmKVZAc9t6ATnISWxK1xT&export=download
Oculos,2,dia,GrayScale,in,16,256.69,1600 x 1200,https://drive.google.com/uc?id=1N_ZIYZiX4y4ZtGKd-2KfOhp6HKF1vhaT&export=download
Oculos,2,dia,Gradiente GrayScale,in,18,232.96,1600 x 1200,https://drive.google.com/uc?id=1Mbuj-BgifeuqhqTR3vgGeFHnTBDBMXi1&export=download
Oculos,2,dia,Gradiente GrayScale,out,19,534.94,1600 x 1200,https://drive.google.com/uc?id=15JILnYgTJMr0Qyirb2RPRAR-WvDXQGNM&export=download
Oculos,2,dia,Gradiente GrayScale,out,20,593.04,1600 x 1200,https://drive.google.com/uc?id=1F1RN3VYrqjrLdBha3OcjVSpakhYtFT5t&export=download
Oculos,2,dia,Gradiente GrayScale,out,18,198.98,1600 x 1200,https://drive.google.com/uc?id=1NFaS86E4CXHwjvZdVgvQMDo6zpNVXl6I&export=download
Oculos,2,dia,Gradiente GrayScale,in,17,298.57,1600 x 1200,https://drive.google.com/uc?id=1SQlO52RDLcU4jefFOj5uTZrKU1cthWGf&export=download
Oculos,2,dia,Gradiente GrayScale,in,16,389.13,1600 x 1200,https://drive.google.com/uc?id=1c2P_S2__Zxqb-noWJzuOStAO3IMqZQh4&export=download
Oculos,2,dia,GrayScale Mean Filter,out,20,441.05,1600 x 1200,https://drive.google.com/uc?id=1xC-fiW2KKmyswR4SNJQQtuO5nW3Xlf7l&export=download
Oculos,2,dia,GrayScale Mean Filter,out,18,240.82,1600 x 1200,https://drive.google.com/uc?id=1GDz2xlYuPD9GJ8CQkascecRIYspIcDeo&export=download
Oculos,2,dia,GrayScale Mean Filter,out,19,376.39,1600 x 1200,https://drive.google.com/uc?id=1P4Wgns1J9yZU6N0bzFTJPV0Ja9XGvnI1&export=download
Oculos,2,dia,GrayScale Mean Filter,in,18,275.61,1600 x 1200,https://drive.google.com/uc?id=1KTk-XmTLHimjwasnSYGd9fKnDAgNmNJg&export=download
Oculos,2,dia,GrayScale Mean Filter,in,16,350.75,1600 x 1200,https://drive.google.com/uc?id=1M7AGydp10UoEaoHYr-iq7WRlPPiNanbD&export=download
Oculos,2,dia,GrayScale Mean Filter,in,17,281.83,1600 x 1200,https://drive.google.com/uc?id=1QZ6cLK-OIbuytoBAQcjKjebjDlb7Qx_R&export=download
Oculos,2,dia,GrayScale Exponential Transform,out,19,582.23,1600 x 1200,https://drive.google.com/uc?id=1lgIPopyR-_IexYIrVglejvyv1nQbe29v&export=download
Oculos,2,dia,GrayScale Exponential Transform,out,18,258.44,1600 x 1200,https://drive.google.com/uc?id=1YSl8RMyLeNPHg3nI1q5TMJbGICyYD-1B&export=download
Oculos,2,dia,GrayScale Exponential Transform,out,20,707.53,1600 x 1200,https://drive.google.com/uc?id=1bFaoHdKwSOTDaTcAgNuUjfz1BlrIW0ON&export=download
Oculos,2,dia,GrayScale Exponential Transform,in,16,458.83,1600 x 1200,https://drive.google.com/uc?id=1VHTWyP3Cniys9A5O2Bn2HIAsntqQ7WV6&export=download
Oculos,2,dia,GrayScale Exponential Transform,in,17,316.96,1600 x 1200,https://drive.google.com/uc?id=1q7j0Tkt-1GiEYnURoTtqK5YbAm7_hqUM&export=download
Oculos,2,dia,GrayScale Exponential Transform,in,18,323.58,1600 x 1200,https://drive.google.com/uc?id=1bITdvj1IKH-fTGa3YWs1kvDdE2K6P9p9&export=download
Oculos,2,dia,GrayScale Log Transform,out,19,561.56,1600 x 1200,https://drive.google.com/uc?id=1nYF-jN-gklgncSt9ZhDMn_7WhB7omzrk&export=download
Oculos,2,dia,GrayScale Log Transform,in,17,306.66,1600 x 1200,https://drive.google.com/uc?id=1haumRsXWreC2xxMonYQ1N7eHlRb6Y2vu&export=download
Oculos,2,dia,GrayScale Log Transform,in,18,303.59,1600 x 1200,https://drive.google.com/uc?id=1OjkoI8tKvd6Dn8OOkcrXq3REfKmPO3Zo&export=download
Oculos,2,dia,GrayScale Log Transform,out,18,242.69,1600 x 1200,https://drive.google.com/uc?id=1zQDpUVqkydmbWJAlK_OdFgDGjA2N0QwT&export=download
Oculos,2,dia,GrayScale Log Transform,out,20,671.2,1600 x 1200,https://drive.google.com/uc?id=18ATMUuCofsDf0TJEVoO1eS2pp_l30kY9&export=download
Oculos,2,dia,GrayScale Log Transform,in,16,442.32,1600 x 1200,https://drive.google.com/uc?id=1YeWC8Ua2xdihykySsZ1dlIjqTVbImMl8&export=download
Oculos,2,noite,Original,in,16,216.16,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-in-fundo16.jpeg
Oculos,2,noite,Original,in,17,149.39,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-in-fundo17.jpeg
Oculos,2,noite,Original,in,18,98.01,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-in-fundo18.jpeg
Oculos,2,noite,Original,out,16,60.33,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-out-fundo16.jpeg
Oculos,2,noite,Original,out,18,79.44,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-out-fundo18.jpeg
Oculos,2,noite,Original,out,19,48.29,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos2-noite-out-fundo19.jpeg
Oculos,2,noite,GrayScale,out,16,56.75,1600 x 1200,https://drive.google.com/uc?id=13rnqjQWlM1Y8Q8Z3BE3T02dl0Ag4eMnD&export=download
Oculos,2,noite,GrayScale,in,16,208.4,1600 x 1200,https://drive.google.com/uc?id=1kUYSq0TbQ7Cr1ymlJ8jRHrQVSbDyY9Eg&export=download
Oculos,2,noite,GrayScale,in,18,97.75,1600 x 1200,https://drive.google.com/uc?id=1uRsSM8k-piOYcRiYSGwsiq69PESL6kWq&export=download
Oculos,2,noite,GrayScale,out,18,77.31,1600 x 1200,https://drive.google.com/uc?id=1BlYBfZzeABLMOdBp3kCNfWvUBu3LmVkC&export=download
Oculos,2,noite,GrayScale,out,19,47.13,1600 x 1200,https://drive.google.com/uc?id=1omfsor4y_fJ5wJLQfEMzJkpuwbsW3O-d&export=download
Oculos,2,noite,GrayScale,in,17,138.94,1600 x 1200,https://drive.google.com/uc?id=1dYO_XF7RZyDR8mIYaQiP7zVOfeaFhnJG&export=download
Oculos,2,noite,Gradiente GrayScale,in,16,380.35,1600 x 1200,https://drive.google.com/uc?id=176kHUu_IHcVxDshYoi77YVqcWh42QDJr&export=download
Oculos,2,noite,Gradiente GrayScale,in,18,188.29,1600 x 1200,https://drive.google.com/uc?id=1GBTrEmPAUfO1ZQQzGPpepJE7zMVkC1sP&export=download
Oculos,2,noite,Gradiente GrayScale,out,19,120.21,1600 x 1200,https://drive.google.com/uc?id=1KEpfyB1wkqS8saU1xbd4oaBzq-v0kD4P&export=download
Oculos,2,noite,Gradiente GrayScale,out,18,167.67,1600 x 1200,https://drive.google.com/uc?id=1uZIbxOIbqB1W2uRywCmY-SnkTr39rbSk&export=download
Oculos,2,noite,Gradiente GrayScale,out,16,132.33,1600 x 1200,https://drive.google.com/uc?id=1Qu-9rlu5Uz0BUzWtvWO26tR9FlFpOrl-&export=download
Oculos,2,noite,Gradiente GrayScale,in,17,270.63,1600 x 1200,https://drive.google.com/uc?id=1mzeqvIa6WbbvBpBZ3PAJJ6Z6gW8BioN0&export=download
Oculos,2,noite,GrayScale Mean Filter,out,19,121.08,1600 x 1200,https://drive.google.com/uc?id=1QP8nMxRHEZgAhAMwxneHbsMEJJEobMEV&export=download
Oculos,2,noite,GrayScale Mean Filter,out,18,168.58,1600 x 1200,https://drive.google.com/uc?id=1ylLYBFl_Z7w81V4ADccqM4_0LGfjS9FZ&export=download
Oculos,2,noite,GrayScale Mean Filter,out,16,157.5,1600 x 1200,https://drive.google.com/uc?id=1k0GEuIufCKttfquEt8KPdubasCRDbKrI&export=download
Oculos,2,noite,GrayScale Mean Filter,in,17,257.06,1600 x 1200,https://drive.google.com/uc?id=1Q-tPi68esIQRtUKZP2KFKcRZfzKpAGsd&export=download
Oculos,2,noite,GrayScale Mean Filter,in,18,186.96,1600 x 1200,https://drive.google.com/uc?id=1Pia09yUVXWRvZVGw7mLkxkfb1zfEf0Kc&export=download
Oculos,2,noite,GrayScale Mean Filter,in,16,327.12,1600 x 1200,https://drive.google.com/uc?id=1es_OTxx53ONEEeCMUcmJN-RqL_an7Izt&export=download
Oculos,2,noite,GrayScale Exponential Transform,out,19,69.44,1600 x 1200,https://drive.google.com/uc?id=1WSJgZX4yo8ns_GZDLzuN8JvVZ9spYx4x&export=download
Oculos,2,noite,GrayScale Exponential Transform,out,16,115.14,1600 x 1200,https://drive.google.com/uc?id=1Sl679PgnpoeH_JBQaoAuVHqvts6J6MFa&export=download
Oculos,2,noite,GrayScale Exponential Transform,out,18,154.53,1600 x 1200,https://drive.google.com/uc?id=1WNjzsfafJmElpjIIVjnZmSDtxol8v6tP&export=download
Oculos,2,noite,GrayScale Exponential Transform,in,18,201.46,1600 x 1200,https://drive.google.com/uc?id=1PxJ5roJq3t1c8h0eRx4-FNkaCDGqx1Ao&export=download
Oculos,2,noite,GrayScale Exponential Transform,in,16,408.81,1600 x 1200,https://drive.google.com/uc?id=1Z2dB_NVYiE3v5ItR32pzPNPcewtLAFLd&export=download
Oculos,2,noite,GrayScale Exponential Transform,in,17,276.9,1600 x 1200,https://drive.google.com/uc?id=1z3G0apOjxcHBwdk9MnYSXMEPRCTLuVIs&export=download
Oculos,2,noite,GrayScale Log Transform,out,19,124.55,1600 x 1200,https://drive.google.com/uc?id=1DYk6zfvP5BEzU2ESimnqwFAqEesWHHei&export=download
Oculos,2,noite,GrayScale Log Transform,in,18,194.5,1600 x 1200,https://drive.google.com/uc?id=1wyB9HDhd3TZrT8nZ5Kf_IDrYd7ViDnkb&export=download
Oculos,2,noite,GrayScale Log Transform,out,16,202.6,1600 x 1200,https://drive.google.com/uc?id=1hM2oTrrt7eFl8bHZUJCNJ8DoxqziD9R7&export=download
Oculos,2,noite,GrayScale Log Transform,in,16,411.22,1600 x 1200,https://drive.google.com/uc?id=1EjsPqTFNEnnHF2vy8SLurRFXYsYm6vKO&export=download
Oculos,2,noite,GrayScale Log Transform,out,18,209.42,1600 x 1200,https://drive.google.com/uc?id=1mEAbHzDUd-QUtjDnx2rYCRjLHCcHhuZY&export=download
Oculos,2,noite,GrayScale Log Transform,in,17,275.55,1600 x 1200,https://drive.google.com/uc?id=1peiQZDjcgTTHgqWF0wYGigHhU56TsWhY&export=download
Oculos,3,dia,Original,in,16,154.32,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-in-fundo16.jpeg
Oculos,3,dia,Original,in,17,122.47,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-in-fundo17.jpeg
Oculos,3,dia,Original,in,18,109.31,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-in-fundo18.jpeg
Oculos,3,dia,Original,out,18,109.45,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-out-fundo18.jpeg
Oculos,3,dia,Original,out,19,247.35,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-out-fundo19.jpeg
Oculos,3,dia,Original,out,20,243.7,1600 x 1200,https://raw.githubusercontent.com/Luisa-Andrade/Visao-Computacional/main/banco-de-imagens/Oculos3-dia-out-fundo20.jpeg
